2016/04/14 19:42	4.49		7.39	7.70
2016/04/14 20:12	4.54		6.80	6.10
2016/04/14 20:42	4.55		6.52	6.10
2016/04/14 21:12	4.54		6.07	5.80
2016/04/14 21:42	4.54		4.50	5.80
2016/04/14 22:12	4.51		4.13	5.00
2016/04/14 22:42	4.54		3.72	5.00
2016/04/14 23:12	4.53		3.49	4.50
2016/04/14 23:42	4.53		3.45	4.50
2016/04/15 00:12	4.56		3.25	2.30
2016/04/15 00:42	4.55		4.22	2.30
2016/04/15 01:12	4.57		4.04	2.60
2016/04/15 01:42	4.60		3.73	1.80
2016/04/15 02:12	4.62		2.95	1.00
2016/04/15 02:42	4.62		3.02	1.00
2016/04/15 03:12	4.67		2.48	0.80
2016/04/15 03:42	4.69		2.17	0.80
2016/04/15 04:12	4.72		2.07	0.50
2016/04/15 04:42	4.75		1.61	0.50
2016/04/15 05:12	4.79		1.26	0.40
2016/04/15 05:42	4.81		0.94	0.40
2016/04/15 06:12	4.82		0.69	-0.30
2016/04/15 06:42	4.87		0.94	-0.30
2016/04/15 07:12	4.88		1.77	0.20
2016/04/15 07:42	4.92		3.65	0.20
2016/04/15 08:12	4.95		5.15	2.20
2016/04/15 08:42	4.99		7.29	2.20
2016/04/15 09:12	5.00		9.11	4.70
2016/04/15 09:42	5.06		9.47	4.70
2016/04/15 10:12	5.07		12.29	7.30
2016/04/15 10:42	5.11		15.27	7.30
2016/04/15 11:12	5.11		15.86	9.10
2016/04/15 11:42	5.16		18.59	9.10
2016/04/15 12:12	5.18		18.02	10.50
2016/04/15 12:42	5.20		20.63	10.50
2016/04/15 13:12	5.24		17.71	11.40
2016/04/15 13:42	5.25		11.58	11.80
2016/04/15 14:12	5.30		16.63	11.90
2016/04/15 14:42	5.31		17.19	11.90
2016/04/15 15:12	5.31		14.39	12.80
2016/04/15 15:42	5.36		12.87	12.80
2016/04/15 16:12	5.38		13.09	13.10
2016/04/15 16:42	5.42		12.58	13.10
2016/04/15 17:12	5.44		12.53	12.90
2016/04/15 17:42	5.49		12.16	12.70
2016/04/15 18:12	5.53		12.30	12.50
2016/04/15 18:42	5.56		11.83	12.50
2016/04/15 19:12	5.61		11.39	11.10
2016/04/15 19:42	5.63		10.54	11.10
2016/04/15 20:12	5.69		10.32	9.10
2016/04/15 20:42	5.75		9.95	9.10
2016/04/15 21:12	5.80		9.22	8.10
2016/04/15 21:42	5.84		8.90	8.10
2016/04/15 22:12	5.88		8.50	7.70
2016/04/15 22:42	5.94		8.24	7.70
2016/04/15 23:12	6.00		7.81	7.40
2016/04/15 23:42	6.06		7.70	7.40
2016/04/16 00:12	6.12		7.07	6.90
2016/04/16 00:42	6.18		6.68	6.90
2016/04/16 01:12	6.24		5.89	5.10
2016/04/16 01:42	6.31		5.48	5.10
2016/04/16 02:12	6.37		5.18	3.80
2016/04/16 02:42	6.43		4.77	3.80
2016/04/16 03:12	6.49		4.20	2.90
2016/04/16 03:42	6.55		3.74	2.10
2016/04/16 04:12	6.62		3.52	2.70
2016/04/16 04:42	6.68		3.13	2.70
2016/04/16 05:12	6.74		3.14	1.90
2016/04/16 05:42	6.81		2.95	1.90
2016/04/16 06:12	6.86		2.67	1.50
2016/04/16 06:42	6.93		2.96	1.50
2016/04/16 07:12	6.99		3.63	2.10
2016/04/16 07:42	7.05		4.99	2.10
2016/04/16 08:12	7.12		6.01	3.80
2016/04/16 08:42	7.19		7.52	3.80
